run_name,run_id,state,created_at,url,bias,seed,device,min_lr,n_embd,n_head,dropout,n_layer,n_params,grad_clip,max_iters,norm_type,wandb_log,batch_size,block_size,eval_iters,vocab_size,linear_type,log_interval,pos_encoding,warmup_iters,weight_decay,eval_interval,learning_rate,residual_type,wandb_project,lr_decay_iters,norm_placement,activation_type,Sample Generation,_runtime,_step,_timestamp,_wandb,iter,lr,train/loss,train/step_loss,val/loss,training_time_sec
C3_12_heads,ldzl9or7,finished,2026-05-24T12:20:44Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/ldzl9or7,False,3242,cuda,0.0001,384,12,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_b1ed217edb6106a2fbd7.html', 'sha256': 'b1ed217edb6106a2fbd78f57ff8d95094749e17506aa0ed45b304ee10849d140', 'size': 271}",705.0,522,1779625949.9915278,{'runtime': 705},5000,0.0001,0.6195580363273621,0.8185945153236389,1.7129621505737305,705.0
D1_relu,uqr8b9q8,finished,2026-05-24T12:32:39Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/uqr8b9q8,False,3242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,relu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7949f0658a1ad257b379.html', 'sha256': '7949f0658a1ad257b379767048e7835c560165b9d512af6d7cf33599c1829022', 'size': 276}",679.0,522,1779626639.4495685,{'runtime': 679},5000,0.0001,0.737979531288147,0.8994301557540894,1.5950675010681152,679.0
D2_swiglu,suvqluat,finished,2026-05-24T12:44:06Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/suvqluat,False,3242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,swiglu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_44819c47adf8b32773f7.html', 'sha256': '44819c47adf8b32773f71bd675e7fa577d7e401d3348cab4dd7b4c333e4103c6', 'size': 273}",768.0,522,1779627416.0608015,{'runtime': 768},5000,0.0001,0.5421645641326904,0.7640490531921387,1.884806990623474,768.0
E1_scaled_residual,q71yvqap,finished,2026-05-24T12:56:58Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/q71yvqap,False,3242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,scaled,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_05de0407eff2cabde4d1.html', 'sha256': '05de0407eff2cabde4d135b583fc167394b4c479ca57ea85746f306839e50f04', 'size': 273}",724.0,522,1779628144.2179148,{'runtime': 724},5000,0.0001,0.646798849105835,0.8406622409820557,1.6679279804229736,724.0
E2_no_residuals,07swdfwz,finished,2026-05-24T13:09:23Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/07swdfwz,False,3242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,none,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_1b54d9af900662fb2557.html', 'sha256': '1b54d9af900662fb2557cad1c8d6f8fa6b6ec37418f0d75c6a273a2f66c4101c', 'size': 271}",674.0,522,1779628838.6218624,{'runtime': 674},5000,0.0001,3.3133368492126465,3.307912826538086,3.3535919189453125,674.0
F1_context_128,rwyr9wzu,finished,2026-05-24T13:21:10Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/rwyr9wzu,False,3242,cuda,0.0001,384,6,0.2,6,10695936,1,5000,layernorm,True,64,128,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_80d51c5d6b502fe0dae7.html', 'sha256': '80d51c5d6b502fe0dae758f28e258f8581c2c5e647d50ca9d82fd4cedba2941c', 'size': 273}",322.0,522,1779629193.697463,{'runtime': 322},5000,0.0001,0.9426016211509703,1.0775084495544434,1.4985265731811523,322.0
F2_context_512,narqzlgt,finished,2026-05-24T13:26:36Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/narqzlgt,False,3242,cuda,0.0001,384,6,0.2,6,10843392,1,5000,layernorm,True,64,512,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_0ca4967c05edf3a7a623.html', 'sha256': '0ca4967c05edf3a7a623ad57a7b5139c7acde92e8395ecfd870835798c658e9d', 'size': 272}",1551.0,522,1779630748.7022076,{'runtime': 1551},5000,0.0001,0.34802481532096863,0.62396240234375,2.0064666271209717,1551.0
G1_ternary_weights,cyeok0ie,finished,2026-05-24T13:52:31Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/cyeok0ie,False,3242,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,ternary,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_31484a3747e4af037220.html', 'sha256': '31484a3747e4af037220a84d254e29d0e16ebf69711cc5ccdc01d3c33eea89db', 'size': 275}",754.0,522,1779631506.8958647,{'runtime': 754},5000,0.0001,1.0333003997802734,1.126531004905701,1.470106601715088,754.0
baseline,0z5e2sya,finished,2026-05-24T14:19:15Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/0z5e2sya,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_6dc0d5785f32e1a11cc0.html', 'sha256': '6dc0d5785f32e1a11cc063f201064f7ba0cd2879f732424b879fbe7611f04966', 'size': 271}",692.0,522,1779633048.8892643,{'runtime': 692},5000,0.0001,0.6288482546806335,0.8209157586097717,1.7041577100753784,692.0
A1_no_pos_encoding,xqwm1e1v,finished,2026-05-24T14:30:54Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/xqwm1e1v,False,3740,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,none,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_d9216b18475faa653a3f.html', 'sha256': 'd9216b18475faa653a3f57debe0fd4bfbf5f2f05a2956414f2b969bec4a3d0fc', 'size': 275}",710.0,522,1779633766.4530723,{'runtime': 710},5000,0.0001,1.053412675857544,1.110443115234375,1.5561554431915283,710.0
A2_rope,g77717h6,finished,2026-05-24T14:42:53Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/g77717h6,False,3740,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,rope,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_f866b48e4a37ae011f30.html', 'sha256': 'f866b48e4a37ae011f30dc1866c70f9a97cc074a05c2ff78a6e3f70fad487811', 'size': 271}",852.0,522,1779634626.8837626,{'runtime': 852},5000,0.0001,0.5614467263221741,0.7495555877685547,1.7325592041015625,852.0
A3_alibi,oh1vebbr,finished,2026-05-24T14:57:09Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/oh1vebbr,False,3740,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,alibi,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_73d1ce9c80e7db43e9e8.html', 'sha256': '73d1ce9c80e7db43e9e8a62419e98fe9a1504fa954f12f343e75803fa37b1795', 'size': 275}",1318.0,522,1779635948.8088388,{'runtime': 1318},5000,0.0001,0.5341942310333252,0.7402465343475342,1.8229146003723145,1318.0
B1_rmsnorm,nd5xjid6,finished,2026-05-24T15:19:11Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/nd5xjid6,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,rmsnorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_dacaa017552864df8518.html', 'sha256': 'dacaa017552864df8518093faab6d09a27bfb6c0037b51c02f43f18eedac9680', 'size': 277}",947.0,522,1779636900.3468194,{'runtime': 947},5000,0.0001,0.6333891153335571,0.8240692019462585,1.6847615242004397,947.0
B2_post_ln,nefvg8c5,finished,2026-05-24T15:35:04Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/nefvg8c5,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,post,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_fa5e5f2b97f3abd89ca5.html', 'sha256': 'fa5e5f2b97f3abd89ca5cb3074a2276e5b8d8904ee4b0e33b5361dfa26f27d63', 'size': 277}",736.0,522,1779637642.6586175,{'runtime': 736},5000,0.0001,0.8508021831512451,0.9833775758743286,1.5575546026229858,736.0
C1_1_head,iqwui6xz,finished,2026-05-24T15:47:25Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/iqwui6xz,False,3740,cuda,0.0001,384,1,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_ad09c5215bddd05e4c19.html', 'sha256': 'ad09c5215bddd05e4c19b1adebe84682f51d06f9c4b04e07c67fad472595326c', 'size': 271}",778.0,522,1779638425.1378,{'runtime': 778},5000,0.0001,0.90400892496109,1.0397013425827026,1.5214059352874756,778.0
C2_8_heads,3uehyylr,finished,2026-05-24T16:00:28Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/3uehyylr,False,3740,cuda,0.0001,384,8,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_19a1dd0cfe5cd6aa176d.html', 'sha256': '19a1dd0cfe5cd6aa176dd83c8d7c2253f911850703bcd38581cd6f734a789945', 'size': 271}",767.0,522,1779639197.8695729,{'runtime': 767},5000,0.0001,0.6010086536407471,0.7953455448150635,1.7093945741653442,767.0
C3_12_heads,uejraqki,finished,2026-05-24T16:13:25Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/uejraqki,False,3740,cuda,0.0001,384,12,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_44bb2dd812733810791e.html', 'sha256': '44bb2dd812733810791ef87f8c24eb648ff0bda62b3ee661ad700ce8b4007d2d', 'size': 271}",810.0,522,1779640016.184022,{'runtime': 810},5000,0.0001,0.6285912394523621,0.8210287094116211,1.7029708623886108,810.0
D1_relu,0zq8efq6,finished,2026-05-24T16:26:59Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/0zq8efq6,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,relu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_06f5ec48cabc035fb1f2.html', 'sha256': '06f5ec48cabc035fb1f23b63125a6e7d85be2c9db277af68149ad131ab0fb852', 'size': 277}",762.0,522,1779640782.5785642,{'runtime': 762},5000,0.0001,0.7293193936347961,0.8859847187995911,1.614452242851257,762.0
D2_swiglu,9ub53315,finished,2026-05-24T16:39:45Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/9ub53315,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,swiglu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_d3b11852819d5e9050db.html', 'sha256': 'd3b11852819d5e9050db2ecccd20df202b90ed1e314f47b811fa52b6e8d114d2', 'size': 274}",809.0,522,1779641595.747363,{'runtime': 809},5000,0.0001,0.5340456962585449,0.7587977647781372,1.8930504322052,809.0
E1_scaled_residual,xbpmz0of,finished,2026-05-24T16:53:19Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/xbpmz0of,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,scaled,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_23cf5ee6602a95fc4cd7.html', 'sha256': '23cf5ee6602a95fc4cd7ad08adc8873f0d25a5c1cc59d7e7a4363d54d0cefadc', 'size': 275}",735.0,522,1779642336.0397148,{'runtime': 735},5000,0.0001,0.6329095363616943,0.824001669883728,1.6879127025604248,735.0
E2_no_residuals,clmhvv0s,finished,2026-05-24T17:05:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/clmhvv0s,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,none,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_1157a9ab60e8b13ce5a1.html', 'sha256': '1157a9ab60e8b13ce5a12021c53038153f50dbf5662e71dc569a7984c9df3d71', 'size': 275}",679.0,522,1779643018.8931682,{'runtime': 679},5000,0.0001,3.315722942352295,3.2999486923217773,3.3592374324798584,679.0
F1_context_128,qiz4l6rn,finished,2026-05-24T17:17:02Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/qiz4l6rn,False,3740,cuda,0.0001,384,6,0.2,6,10695936,1,5000,layernorm,True,64,128,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_f1d09394345cb5bacffe.html', 'sha256': 'f1d09394345cb5bacffe03aca71a0b78b5aa0c05ecc913b44a6bd3ffa1379727', 'size': 273}",336.0,522,1779643359.1696537,{'runtime': 336},5000,0.0001,0.9456024169921876,1.0663418769836426,1.5049874782562256,336.0
F2_context_512,8rlj5pys,finished,2026-05-24T17:22:43Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/8rlj5pys,False,3740,cuda,0.0001,384,6,0.2,6,10843392,1,5000,layernorm,True,64,512,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_5721db0086bfb56ca831.html', 'sha256': '5721db0086bfb56ca831fae51e807ff4beac9878cbf1123e6a28f0f15a3a0d75', 'size': 275}",1609.0,522,1779644973.6157444,{'runtime': 1609},5000,0.0001,0.3490252196788788,0.6111041903495789,2.005828619003296,1609.0
G1_ternary_weights,fvjuzhu0,finished,2026-05-24T17:49:36Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/fvjuzhu0,False,3740,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,ternary,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_9791903f304721929000.html', 'sha256': '9791903f304721929000624f258cbe60f8903a0ca31395ef09f4aa96e7fb85e8', 'size': 275}",935.0,522,1779645912.9445586,{'runtime': 935},5000,0.0001,1.0265308618545532,1.1118669509887695,1.4662405252456665,935.0
baseline,0tku5ah1,finished,2026-05-25T06:38:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/0tku5ah1,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_35855d83bf5ec341a17f.html', 'sha256': '35855d83bf5ec341a17fa27b420f97fed715d517264eb1ee57523dbd8973e9c3', 'size': 275}",833.0,522,1779691951.883374,{'runtime': 833},5000,0.0001,0.6433103680610657,0.8170266151428223,1.6957199573516846,833.0
A1_no_pos_encoding,n7lumvu8,finished,2026-05-25T06:52:37Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/n7lumvu8,False,2026,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,none,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_155f85e9068f2e59c88d.html', 'sha256': '155f85e9068f2e59c88daa621c327119cbeffb2333e8c33701e389b169fa4682', 'size': 276}",894.0,522,1779692851.819422,{'runtime': 894},5000,0.0001,1.035722017288208,1.1347261667251587,1.5557680130004885,894.0
A2_rope,x595m9gw,finished,2026-05-25T07:07:35Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/x595m9gw,False,2026,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,rope,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_b43888bde64cc97870d9.html', 'sha256': 'b43888bde64cc97870d9b73a12d1826308a19bc8abccc5c8a144d288fdb188d8', 'size': 272}",1045.0,522,1779693901.42299,{'runtime': 1045},5000,0.0001,0.5495076179504395,0.7849846482276917,1.7522807121276855,1045.0
A3_alibi,sxljepwb,finished,2026-05-25T07:25:05Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/sxljepwb,False,2026,cuda,0.0001,384,6,0.2,6,10646784,1,5000,layernorm,True,64,256,200,65,standard,10,alibi,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_a9ef31f44de87ab248e7.html', 'sha256': 'a9ef31f44de87ab248e795eac2d522541dcb940d3011fb9174b612956124db63', 'size': 272}",1550.0,522,1779695455.416545,{'runtime': 1550},5000,0.0001,0.5375778079032898,0.7787430882453918,1.8090397119522097,1550.0
B1_rmsnorm,v0vjfwv7,finished,2026-05-25T07:50:58Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/v0vjfwv7,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,rmsnorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_2a61d6194f9782d957cd.html', 'sha256': '2a61d6194f9782d957cd29db15ce891118a374f8ce6769bf44518fd8f21f65cf', 'size': 274}",1103.0,522,1779696562.392113,{'runtime': 1103},5000,0.0001,0.6406018137931824,0.8056275248527527,1.684001326560974,1103.0
B2_post_ln,qrph5xpl,finished,2026-05-25T08:09:30Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/qrph5xpl,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,post,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_61a372f85d86bb27e232.html', 'sha256': '61a372f85d86bb27e2326d433f6fe43edc6cb75bd913e0a512fb4cc8c38ccf4f', 'size': 273}",838.0,522,1779697409.3705657,{'runtime': 838},5000,0.0001,0.8492003679275513,0.9575790166854858,1.570051908493042,838.0
C1_1_head,y8iliv7w,finished,2026-05-25T08:23:32Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/y8iliv7w,False,2026,cuda,0.0001,384,1,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_fb52baca700ccdcea4e1.html', 'sha256': 'fb52baca700ccdcea4e1fc77dd847fac1da9240bdfff1d26b9f66e0841b59b56', 'size': 271}",865.0,522,1779698278.074231,{'runtime': 865},5000,0.0001,0.9019903540611268,1.016663908958435,1.5237518548965454,865.0
C2_8_heads,615sx3sv,finished,2026-05-25T08:38:02Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/615sx3sv,False,2026,cuda,0.0001,384,8,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_e81bb9660f9387d21495.html', 'sha256': 'e81bb9660f9387d214950289624e783148e866468f9e7e8a2837472bf87a996d', 'size': 271}",815.0,522,1779699098.4363496,{'runtime': 815},5000,0.0001,0.6328921318054199,0.809505820274353,1.7015697956085205,815.0
C3_12_heads,g4ay6776,finished,2026-05-25T08:51:42Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/g4ay6776,False,2026,cuda,0.0001,384,12,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_600e86f8b83a4961cd66.html', 'sha256': '600e86f8b83a4961cd6648d7136e2f37ddee6b69eb48512b88a04836b8f895db', 'size': 273}",729.0,522,1779699832.8836913,{'runtime': 729},5000,0.0001,0.6217368841171265,0.7901208996772766,1.7040066719055176,729.0
D1_relu,f39fdb8c,finished,2026-05-25T09:04:00Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/f39fdb8c,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,relu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_e4a609fe0673ab885d87.html', 'sha256': 'e4a609fe0673ab885d87b3cd6b55a8d26a463104f2ec87dceab23672824e9099', 'size': 272}",694.0,522,1779700535.6657915,{'runtime': 694},5000,0.0001,0.7475188970565796,0.882886528968811,1.591766357421875,694.0
D2_swiglu,t4aczc5k,finished,2026-05-25T09:15:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/t4aczc5k,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,swiglu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_9a33e1b371bc7047e3d2.html', 'sha256': '9a33e1b371bc7047e3d2b9338dfa0a96b62c8b5252606413296fe8255a3c837c', 'size': 278}",779.0,522,1779701318.4783132,{'runtime': 779},5000,0.0001,0.5312626361846924,0.7377179861068726,1.886714220046997,779.0
E1_scaled_residual,cmsge3nv,finished,2026-05-25T09:28:54Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/cmsge3nv,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,scaled,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_260f2a20f4f9e4ff38ea.html', 'sha256': '260f2a20f4f9e4ff38eaa0608b8d472cf3e6df37373f44f8d8584003cf484e78', 'size': 273}",686.0,522,1779702020.8003438,{'runtime': 686},5000,0.0001,0.6451936364173889,0.8106135725975037,1.6848373413085938,686.0
E2_no_residuals,00n831x5,finished,2026-05-25T09:40:38Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/00n831x5,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,standard,10,learned,100,0.1,250,0.001,none,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7c0cd03790a6d30f2b31.html', 'sha256': '7c0cd03790a6d30f2b31c83a26cd73123d19743df2221369db35adb7c0fa32fe', 'size': 271}",637.0,522,1779702676.3863487,{'runtime': 637},5000,0.0001,3.313373327255249,3.3359532356262207,3.355945348739624,637.0
F1_context_128,wlydwq8r,finished,2026-05-25T09:51:23Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/wlydwq8r,False,2026,cuda,0.0001,384,6,0.2,6,10695936,1,5000,layernorm,True,64,128,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_25b65c61b2cb46c82aee.html', 'sha256': '25b65c61b2cb46c82aee69b36ad74e79c834b6e9f532d34e056f8e47a603fe00', 'size': 271}",318.0,522,1779703002.0387893,{'runtime': 318},5000,0.0001,0.9567761421203612,1.0486632585525513,1.4929481744766235,318.0
F2_context_512,78r0p6kp,finished,2026-05-25T09:56:50Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/78r0p6kp,False,2026,cuda,0.0001,384,6,0.2,6,10843392,1,5000,layernorm,True,64,512,200,65,standard,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_61e60b3e5ede51f689bc.html', 'sha256': '61e60b3e5ede51f689bcb91c9354787bf68fcd80d4c93fbadfba2abb60616d4a', 'size': 272}",1488.0,522,1779704499.9155135,{'runtime': 1488},5000,0.0001,0.3682754039764404,0.6352999806404114,2.0003767013549805,1488.0
G1_ternary_weights,ixlmzt4p,finished,2026-05-25T10:21:45Z,https://wandb.ai/madhavkrishnan747-australian-national-university/nanogpt-ablations/runs/ixlmzt4p,False,2026,cuda,0.0001,384,6,0.2,6,10745088,1,5000,layernorm,True,64,256,200,65,ternary,10,learned,100,0.1,250,0.001,standard,nanogpt-ablations,5000,pre,gelu,"{'_type': 'html-file', 'path': 'media/html/Sample Generation_522_7a80e14facc4fd5be1ee.html', 'sha256': '7a80e14facc4fd5be1eeb5d1d6a9372f493c34fc68ef0b46b305d82f914e0b3f', 'size': 274}",724.0,522,1779705229.9761896,{'runtime': 724},5000,0.0001,1.0511713027954102,1.11285400390625,1.466824293136597,724.0
